,RedFighter,BlueFighter,Finish,FinishRound,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank,BetterRank
4635,Thiago Tavares,Brian Ortega,KO/TKO,3.0,-145,125,6/6/2015,Blue,False,Featherweight,MALE,3,1,0,0,1,1,0,0,0,0,Switch,172.72,175.26,24,,0,2,2,6,33,0,1,4,9,Orthodox,170.18,172.72,30,,neither
4636,Joe Soto,Anthony Birchak,KO/TKO,1.0,-200,170,6/6/2015,Blue,False,Bantamweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,172.72,175.26,29,,1,0,0,1,5,1,0,0,0,Orthodox,167.64,165.1,28,,neither
4637,Francisco Rivera,Alex Caceres,KO/TKO,1.0,-135,125,6/6/2015,Red,False,Bantamweight,MALE,3,2,0,2,6,29,0,0,2,5,Southpaw,177.8,185.42,26,,2,0,2,4,16,0,2,0,3,Orthodox,172.72,172.72,33,11.0,Red
4638,Shawn Jordan,Derrick Lewis,KO/TKO,2.0,-115,-105,6/6/2015,Red,False,Heavyweight,MALE,3,0,1,2,1,5,0,3,0,3,Orthodox,190.5,200.66,30,,0,2,2,3,14,0,5,0,5,Southpaw,182.88,190.5,30,,neither
4639,Brian Ebersole,Omari Akhmedov,KO/TKO,1.0,115,-135,6/6/2015,Blue,False,Welterweight,MALE,3,0,1,1,1,5,0,1,0,2,Orthodox,182.88,185.42,27,,0,1,4,2,19,0,1,0,5,Southpaw,182.88,185.42,34,,neither
4640,Chris Wade,Christos Giagos,U-DEC,3.0,-170,150,6/6/2015,Red,False,Lightweight,MALE,3,0,1,1,1,2,0,0,1,1,Orthodox,177.8,180.34,25,,0,2,2,0,4,0,0,1,2,Orthodox,177.8,177.8,27,,neither
4641,Joe Proctor,Justin Edwards,SUB,3.0,-210,175,6/6/2015,Red,False,Lightweight,MALE,3,2,0,1,4,14,0,0,1,2,Orthodox,177.8,177.8,32,,1,0,2,2,10,0,2,0,3,Orthodox,177.8,182.88,29,,neither
4642,Ricardo Abreu,Jake Collier,S-DEC,3.0,-175,155,6/6/2015,Blue,False,Middleweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,190.5,198.12,26,,0,1,1,0,2,0,0,1,1,Orthodox,180.34,185.42,31,,neither
4643,Jose Quinonez,Leonardo Morales,SUB,1.0,150,-170,6/6/2015,Red,False,Bantamweight,MALE,3,1,0,0,1,3,1,0,0,0,Southpaw,172.72,172.72,22,,1,0,0,1,3,1,0,0,0,Orthodox,172.72,175.26,24,,neither
4644,Carlos Condit,Thiago Alves,KO/TKO,2.0,-350,290,5/30/2015,Red,False,Welterweight,MALE,5,0,2,7,6,45,1,7,1,13,Orthodox,175.26,177.8,31,12.0,1,0,5,4,30,2,4,0,6,Orthodox,187.96,190.5,31,4.0,Red
4645,Nik Lentz,Charles Oliveira,SUB,3.0,225,-265,5/30/2015,Blue,False,Featherweight,MALE,3,0,3,3,5,23,0,0,6,7,Orthodox,177.8,187.96,25,8.0,0,1,4,5,38,0,1,1,9,Orthodox,172.72,172.72,30,9.0,Blue
4646,KJ Noons,Alex Oliveira,SUB,1.0,160,-185,5/30/2015,Blue,False,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,180.34,193.04,27,,1,0,2,2,9,0,1,0,2,Orthodox,177.8,182.88,32,,neither
4647,Francimar Barroso,Ryan Jimmo,U-DEC,3.0,235,-275,5/30/2015,Red,False,Light Heavyweight,MALE,3,1,0,1,3,12,0,2,0,3,Orthodox,185.42,185.42,33,,1,0,1,1,6,0,0,0,1,Orthodox,185.42,190.5,35,,neither
4648,Francisco Trinaldo,Norman Parke,U-DEC,3.0,215,-255,5/30/2015,Red,False,Lightweight,MALE,3,1,0,3,2,17,1,1,0,4,Southpaw,180.34,177.8,28,,0,2,2,3,21,0,1,2,6,Southpaw,175.26,177.8,36,,neither
4649,Wendell Oliveira,Darren Till,,,-130,110,5/30/2015,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,22,,1,0,0,1,1,0,0,0,0,Orthodox,177.8,182.88,31,,neither
4650,Jussier Formiga,Wilson Reis,U-DEC,3.0,-105,-115,5/30/2015,Red,False,Flyweight,MALE,3,0,2,2,1,10,0,0,1,3,Southpaw,162.56,165.1,30,12.0,0,2,2,2,10,0,0,1,3,Orthodox,165.1,170.18,30,4.0,Red
4651,Elizeu Zaleski dos Santos,Nicolas Dalby,S-DEC,3.0,230,-270,5/30/2015,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,30,,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,28,,neither
4652,Lucas Martins,Mirsad Bektic,KO/TKO,2.0,345,-430,5/30/2015,Blue,False,Featherweight,MALE,3,0,2,2,0,6,0,0,0,2,Orthodox,172.72,177.8,24,,1,0,3,2,11,0,2,1,3,Southpaw,182.88,182.88,26,,neither
4653,Juliana Lima,Ericka Almeida,U-DEC,3.0,-170,150,5/30/2015,Red,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,26,,0,1,1,1,6,0,0,0,1,Orthodox,165.1,165.1,33,13.0,Red
4654,Luiz Dutra,Tom Breese,KO/TKO,1.0,135,-155,5/30/2015,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,190.5,185.42,23,,1,0,0,1,1,0,0,0,0,Orthodox,180.34,180.34,33,,neither
4655,Anthony Johnson,Daniel Cormier,SUB,3.0,-120,100,5/23/2015,Blue,True,Light Heavyweight,MALE,5,1,0,4,1,15,1,1,1,4,Orthodox,180.34,182.88,36,3.0,0,3,3,4,24,0,8,0,10,Orthodox,187.96,198.12,31,1.0,Red
4656,Chris Weidman,Vitor Belfort,KO/TKO,1.0,-420,335,5/23/2015,Red,True,Middleweight,MALE,5,0,3,3,6,29,5,10,2,13,Southpaw,182.88,187.96,38,3.0,0,8,8,0,19,3,3,2,8,Orthodox,187.96,198.12,30,0.0,Red
4657,Donald Cerrone,John Makdessi,KO/TKO,2.0,-700,500,5/23/2015,Red,False,Lightweight,MALE,3,0,1,3,3,21,0,3,0,6,Orthodox,172.72,172.72,30,,0,7,7,3,36,0,4,4,14,Orthodox,185.42,185.42,32,3.0,Red
4658,Travis Browne,Andrei Arlovski,KO/TKO,1.0,-500,400,5/23/2015,Blue,False,Heavyweight,MALE,3,0,5,6,4,30,5,8,2,12,Orthodox,190.5,195.58,36,7.0,0,1,3,3,19,0,6,1,8,Orthodox,198.12,200.66,32,3.0,Red
4659,Joseph Benavidez,John Moraga,U-DEC,3.0,-750,525,5/23/2015,Red,False,Flyweight,MALE,3,0,2,2,2,19,1,1,3,5,Orthodox,167.64,167.64,31,4.0,0,2,3,2,24,2,3,1,8,Southpaw,162.56,165.1,30,2.0,Red
4660,John Dodson,Zach Makovsky,U-DEC,3.0,-800,550,5/23/2015,Red,False,Flyweight,MALE,3,0,1,2,1,12,0,0,0,3,Southpaw,162.56,162.56,32,8.0,0,2,3,1,14,2,3,0,5,Orthodox,160.02,167.64,30,1.0,Red
4661,Dong Hyun Kim,Joshua Burkman,SUB,3.0,-210,175,5/23/2015,Red,False,Welterweight,MALE,3,4,0,2,6,27,0,1,1,5,Orthodox,177.8,182.88,35,,1,0,4,4,35,0,3,0,10,Southpaw,187.96,193.04,33,8.0,Red
4662,Uriah Hall,Rafael Natal,S-DEC,3.0,-420,335,5/23/2015,Blue,False,Middleweight,MALE,3,0,2,3,5,33,0,0,1,7,Orthodox,182.88,193.04,32,,0,3,3,2,11,1,0,0,3,Orthodox,182.88,200.66,30,,neither
4663,Mike Pyle,Colby Covington,U-DEC,3.0,265,-325,5/23/2015,Blue,False,Welterweight,MALE,3,0,2,2,0,4,0,1,1,2,Orthodox,180.34,182.88,27,,1,0,4,5,27,0,4,2,9,Orthodox,182.88,187.96,39,,neither
4664,Islam Makhachev,Leo Kuntz,SUB,2.0,-500,400,5/23/2015,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,31,,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,23,,neither
4665,Justin Scoggins,Joshua Sampo,,,-500,400,5/23/2015,Red,False,Flyweight,MALE,3,2,0,1,2,6,0,0,1,1,Orthodox,162.56,162.56,30,,2,0,2,2,9,0,1,0,2,Southpaw,170.18,167.64,23,,neither
4666,Frankie Edgar,Urijah Faber,U-DEC,5.0,-550,425,5/16/2015,Red,False,Featherweight,MALE,5,0,2,4,3,31,3,0,6,8,Orthodox,167.64,170.18,36,,0,3,5,5,63,7,3,2,12,Orthodox,167.64,172.72,33,2.0,Red
4667,Gegard Mousasi,Costas Philippou,,,-800,550,5/16/2015,Red,False,Middleweight,MALE,3,0,1,5,3,21,0,3,0,6,Orthodox,180.34,185.42,35,12.0,0,1,1,2,13,0,1,1,3,Orthodox,187.96,193.04,29,7.0,Red
4668,Mark Munoz,Luke Barnatt,U-DEC,3.0,115,-135,5/16/2015,Red,False,Middleweight,MALE,3,2,0,3,2,12,0,1,1,3,Orthodox,198.12,195.58,27,,3,0,4,6,27,0,4,0,8,Orthodox,182.88,182.88,37,,neither
4669,Hyun Gyu Lim,Neil Magny,KO/TKO,2.0,105,-125,5/16/2015,Blue,False,Welterweight,MALE,3,0,6,6,2,24,0,2,1,7,Orthodox,190.5,203.2,27,15.0,0,1,2,1,9,0,3,0,3,Orthodox,190.5,195.58,30,,Blue
4670,Phillipe Nover,Yui Chul Nam,S-DEC,3.0,135,-155,5/16/2015,Red,False,Featherweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,175.26,175.26,33,,3,0,0,3,7,1,0,0,0,Orthodox,175.26,182.88,31,,neither
4671,Mark Eddiva,Levan Makashvili,S-DEC,3.0,320,-390,5/16/2015,Blue,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,26,,1,0,1,1,5,0,0,0,1,Orthodox,172.72,172.72,29,,neither
4672,Tae Hyun Bang,Jon Tuck,SUB,1.0,190,-230,5/16/2015,Blue,False,Lightweight,MALE,3,1,0,1,2,12,0,1,0,2,Orthodox,180.34,185.42,30,,0,1,1,1,6,0,1,0,1,Switch,175.26,180.34,32,,neither
4673,Zhang Lipeng,Kajan Johnson,,,-115,-105,5/16/2015,Blue,False,Lightweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,180.34,190.5,31,,1,0,2,1,9,1,0,0,2,Southpaw,180.34,180.34,25,,neither
4674,Li Jingliang,Dhiego Lima,,,130,-140,5/16/2015,Red,False,Welterweight,MALE,3,1,0,1,2,5,1,0,0,1,Orthodox,187.96,187.96,26,,1,0,1,1,6,0,0,0,1,Orthodox,182.88,180.34,27,,neither
4675,Ning Guangyou,Royston Wee,,,-140,120,5/16/2015,Red,False,Bantamweight,MALE,3,0,2,2,0,6,0,0,0,2,Orthodox,170.18,170.18,28,,0,1,1,0,3,1,0,0,1,Southpaw,162.56,162.56,33,,neither
4676,Roldan Sangcha-an,Jon Delos Reyes,,,130,-150,5/16/2015,Blue,False,Flyweight,MALE,3,2,0,0,2,2,0,0,0,0,Orthodox,167.64,170.18,27,,1,0,0,1,3,0,0,0,0,Orthodox,162.56,165.1,24,,neither
4677,Nolan Ticman,Yao Zhikui,S-DEC,3.0,-270,230,5/16/2015,Blue,False,Flyweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,165.1,162.56,24,,1,0,0,1,3,0,0,0,0,Orthodox,167.64,175.26,26,,neither
4678,Stipe Miocic,Mark Hunt,KO/TKO,5.0,-235,195,5/9/2015,Red,False,Heavyweight,MALE,5,1,0,4,4,22,1,4,0,5,Orthodox,177.8,182.88,41,5.0,1,0,3,2,20,0,3,0,6,Orthodox,193.04,203.2,32,4.0,Red
4679,Brad Tavares,Robert Whittaker,KO/TKO,1.0,-135,115,5/9/2015,Blue,False,Middleweight,MALE,3,0,2,2,2,15,1,2,0,4,Orthodox,182.88,185.42,24,,0,1,5,3,30,0,1,0,8,Orthodox,185.42,187.96,27,14.0,Red
4680,Anthony Perosh,Sean O'Connell,KO/TKO,1.0,-130,120,5/9/2015,Blue,False,Light Heavyweight,MALE,3,0,1,1,2,7,0,1,0,1,Orthodox,185.42,187.96,31,,0,1,3,5,16,0,2,3,5,Orthodox,190.5,190.5,42,,neither
4681,Jake Matthews,James Vick,SUB,1.0,-190,165,5/9/2015,Blue,False,Lightweight,MALE,3,0,3,3,0,7,0,0,1,3,Orthodox,190.5,193.04,28,,0,2,2,0,5,0,0,2,2,Orthodox,180.34,185.42,20,,neither
4682,Hatsu Hioki,Dan Hooker,KO/TKO,2.0,-290,245,5/9/2015,Blue,False,Featherweight,MALE,3,1,0,1,1,4,0,1,0,1,Switch,182.88,190.5,25,,1,0,2,4,20,0,0,0,3,Orthodox,180.34,177.8,31,,neither
4683,Kyle Noke,Jonavin Webb,S-DEC,3.0,-110,-110,5/9/2015,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,26,,1,0,3,3,13,0,2,2,4,Southpaw,185.42,193.04,35,,neither
4684,Daniel Kelly,Sam Alvey,KO/TKO,1.0,300,-360,5/9/2015,Blue,False,Middleweight,MALE,3,0,2,2,1,5,0,2,0,2,Southpaw,187.96,190.5,29,,0,2,2,0,4,0,0,1,2,Southpaw,182.88,177.8,37,,neither
4685,Bec Rawlings,Lisa Ellis,SUB,1.0,-220,180,5/9/2015,Red,False,Women's Strawweight,FEMALE,3,1,0,0,1,2,0,0,0,0,Orthodox,162.56,157.48,32,,1,0,0,1,3,0,0,0,0,Orthodox,167.64,162.56,26,,neither
4686,Dylan Andrews,Bradley Scott,,,-130,110,5/9/2015,Blue,False,Middleweight,MALE,3,1,0,1,2,7,1,0,1,1,Orthodox,185.42,193.04,25,,2,0,2,2,7,0,2,0,2,Switch,185.42,185.42,35,,neither
4687,Alex Chambers,Kailin Curran,SUB,3.0,210,-250,5/9/2015,Red,False,Women's Strawweight,FEMALE,3,1,0,0,1,3,0,0,0,0,Orthodox,162.56,165.1,24,,1,0,0,1,1,0,0,0,0,Switch,160.02,160.02,36,,neither
4688,Vik Grujic,Brendan O'Reilly,U-DEC,3.0,-140,120,5/9/2015,Blue,False,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,170.18,175.26,27,,1,0,1,2,5,0,1,0,1,Orthodox,180.34,185.42,38,,neither
4689,Alptekin Ozkilic,Ben Nguyen,KO/TKO,1.0,-230,190,5/9/2015,Blue,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Switch,165.1,165.1,26,,2,0,1,2,9,0,0,0,1,Orthodox,165.1,165.1,29,,neither
4690,Demetrious Johnson,Kyoji Horiguchi,SUB,5.0,-980,640,4/25/2015,Red,True,Flyweight,MALE,5,0,4,4,0,9,0,2,0,4,Orthodox,165.1,167.64,24,7.0,0,7,7,2,40,7,1,2,9,Orthodox,160.02,167.64,28,0.0,Red
4691,Rampage Jackson,Fabio Maldonado,,,-170,150,4/25/2015,Red,False,Catch Weight,MALE,3,0,1,3,4,23,0,2,0,5,Orthodox,185.42,190.5,35,,3,0,3,5,36,4,3,0,7,Orthodox,185.42,185.42,36,,neither
4692,Michael Bisping,CB Dollaway,U-DEC,3.0,-145,125,4/25/2015,Red,False,Middleweight,MALE,3,1,0,3,6,28,1,2,2,9,Orthodox,187.96,193.04,31,11.0,1,0,4,7,56,1,9,0,15,Orthodox,185.42,190.5,36,10.0,Red
4693,John Makdessi,Shane Campbell,KO/TKO,1.0,-110,-110,4/25/2015,Red,False,Catch Weight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,28,,1,0,3,3,20,0,2,0,5,Orthodox,172.72,172.72,29,,neither
4694,Yves Jabouin,Thomas Almeida,KO/TKO,1.0,335,-420,4/25/2015,Blue,False,Bantamweight,MALE,3,0,1,1,0,3,0,0,0,1,Southpaw,170.18,177.8,23,,0,1,3,3,19,0,0,0,5,Orthodox,170.18,172.72,35,,neither
4695,Patrick Cote,Joe Riggs,U-DEC,3.0,-260,220,4/25/2015,Red,False,Welterweight,MALE,3,2,0,1,5,13,0,1,1,4,Southpaw,182.88,177.8,32,,1,0,4,9,39,2,2,0,7,Orthodox,180.34,180.34,35,,neither
4696,Alexis Davis,Sarah Kaufman,SUB,2.0,178,-215,4/25/2015,Red,False,Women's Bantamweight,FEMALE,3,0,1,1,1,6,0,0,0,1,Orthodox,165.1,170.18,29,5.0,1,0,3,1,10,1,0,0,3,Orthodox,167.64,172.72,30,3.0,Red
4697,Chad Laprise,Bryan Barberena,U-DEC,3.0,-420,335,4/25/2015,Red,False,Lightweight,MALE,3,0,1,1,0,3,0,1,0,1,Southpaw,182.88,182.88,25,,0,2,2,0,6,1,0,0,2,Orthodox,177.8,180.34,28,,neither
4698,Olivier Aubin-Mercier,David Michaud,SUB,3.0,-340,280,4/25/2015,Red,False,Lightweight,MALE,3,0,1,1,1,6,0,0,0,1,Orthodox,175.26,182.88,26,,0,1,1,1,5,1,0,1,1,Southpaw,175.26,177.8,26,,neither
4699,Nordine Taleb,Chris Clements,U-DEC,3.0,-210,175,4/25/2015,Red,False,Welterweight,MALE,3,0,1,1,2,9,0,1,0,2,Orthodox,177.8,177.8,39,,0,2,2,0,6,0,0,0,2,Orthodox,185.42,187.96,33,,neither
4700,Jessica Rakoczy,Valerie Letourneau,U-DEC,3.0,105,-125,4/25/2015,Blue,False,Women's Strawweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,170.18,172.72,31,,1,0,0,1,1,1,0,0,0,Orthodox,170.18,172.72,38,,neither
4701,Randa Markos,Aisling Daly,U-DEC,3.0,-275,235,4/25/2015,Red,False,Women's Strawweight,FEMALE,3,0,1,1,0,1,0,0,1,1,Switch,157.48,162.56,27,10.0,1,0,0,1,3,0,0,0,0,Orthodox,162.56,160.02,29,6.0,Red
4702,Lyoto Machida,Luke Rockhold,SUB,2.0,125,-145,4/18/2015,Blue,False,Middleweight,MALE,5,0,3,3,1,5,0,1,2,3,Southpaw,190.5,195.58,30,4.0,0,1,8,5,50,5,6,1,14,Southpaw,185.42,187.96,36,2.0,Red
4703,Jacare Souza,Chris Camozzi,SUB,1.0,-1600,1050,4/18/2015,Red,False,Middleweight,MALE,3,4,0,4,6,32,0,0,1,6,Orthodox,187.96,193.04,28,,0,4,4,0,8,0,1,2,4,Orthodox,185.42,182.88,35,,neither
4704,Cub Swanson,Max Holloway,SUB,3.0,-155,135,4/18/2015,Blue,False,Featherweight,MALE,3,0,5,5,3,27,0,4,1,8,Orthodox,180.34,175.26,23,9.0,1,0,6,2,23,0,4,0,6,Orthodox,172.72,177.8,31,5.0,Red
4705,Felice Herrig,Paige VanZant,U-DEC,3.0,100,-120,4/18/2015,Blue,False,Women's Strawweight,FEMALE,3,0,1,1,0,3,0,1,0,1,Orthodox,162.56,165.1,21,12.0,0,1,1,0,2,0,0,1,1,Orthodox,162.56,165.1,30,8.0,Red
4706,Jim Miller,Beneil Dariush,U-DEC,3.0,145,-165,4/18/2015,Blue,False,Lightweight,MALE,3,0,3,3,1,9,0,0,3,4,Southpaw,177.8,182.88,25,,1,0,7,5,41,0,2,6,13,Southpaw,172.72,180.34,31,12.0,Red
4707,Ovince Saint Preux,Patrick Cummins,KO/TKO,1.0,-105,-115,4/18/2015,Red,False,Light Heavyweight,MALE,3,0,3,3,1,9,0,1,0,3,Orthodox,187.96,193.04,34,13.0,0,1,4,1,13,0,3,1,5,Southpaw,190.5,203.2,32,8.0,Red
4708,Corey Anderson,Gian Villante,KO/TKO,3.0,-400,325,4/18/2015,Blue,False,Light Heavyweight,MALE,3,0,1,1,2,11,0,1,0,2,Orthodox,190.5,193.04,29,,0,2,2,0,4,1,1,0,2,Orthodox,190.5,200.66,25,,neither
4709,Takeya Mizugaki,Aljamain Sterling,SUB,3.0,285,-345,4/18/2015,Blue,False,Bantamweight,MALE,3,0,2,2,0,6,0,1,0,2,Orthodox,170.18,180.34,25,,1,0,5,3,27,0,1,0,7,Orthodox,170.18,172.72,31,6.0,Red
4710,George Sullivan,Tim Means,SUB,3.0,135,-155,4/18/2015,Blue,False,Welterweight,MALE,3,0,3,3,3,20,0,2,0,5,Orthodox,187.96,190.5,31,,0,2,2,0,5,0,1,0,2,Orthodox,182.88,185.42,34,,neither
4711,Diego Brandao,Jimy Hettes,KO/TKO,1.0,-140,120,4/18/2015,Red,False,Featherweight,MALE,3,1,0,2,2,13,0,0,2,3,Southpaw,175.26,180.34,27,,2,0,3,3,13,1,0,2,4,Orthodox,170.18,172.72,27,,neither
4712,Eddie Gordon,Chris Dempsey,S-DEC,3.0,-370,310,4/18/2015,Blue,False,Middleweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,177.8,182.88,27,,1,0,1,1,3,1,1,0,1,Orthodox,182.88,193.04,31,,neither
4713,Gabriel Gonzaga,Mirko Cro Cop,,,-220,180,4/11/2015,Blue,False,Heavyweight,MALE,5,3,0,2,6,23,0,2,1,4,Southpaw,187.96,185.42,40,,2,0,4,8,30,1,7,4,11,Orthodox,187.96,193.04,35,14.0,Red
4714,Jimi Manuwa,Jan Blachowicz,U-DEC,3.0,100,-120,4/11/2015,Red,False,Light Heavyweight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,187.96,198.12,32,,1,0,3,1,7,0,1,0,3,Orthodox,185.42,200.66,35,9.0,Red
4715,Pawel Pawlak,Sheldon Westcott,U-DEC,3.0,190,-230,4/11/2015,Red,False,Welterweight,MALE,3,1,0,0,1,2,1,0,0,0,Southpaw,185.42,180.34,30,,1,0,0,1,3,0,0,0,0,Orthodox,182.88,185.42,26,,neither
4716,Joanne Calderwood,Maryna Moroz,SUB,1.0,-550,425,4/11/2015,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,23,,0,1,1,0,3,0,0,0,1,Orthodox,167.64,165.1,29,6.0,Red
4717,Seth Baczynski,Leon Edwards,KO/TKO,1.0,150,-170,4/11/2015,Blue,False,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Southpaw,182.88,187.96,23,,2,0,4,5,22,0,1,2,5,Orthodox,190.5,187.96,33,,neither
4718,Bartosz Fabinski,Garreth McLellan,U-DEC,3.0,-135,115,4/11/2015,Red,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,185.42,182.88,32,,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,28,,neither
4719,Sergio Moraes,Mickael Lebout,U-DEC,3.0,-550,425,4/11/2015,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,27,,0,2,2,1,7,1,0,2,2,Orthodox,182.88,182.88,32,,neither
4720,Damian Stasiak,Yaotzin Meza,U-DEC,3.0,-135,115,4/11/2015,Blue,False,Featherweight,MALE,3,2,0,1,3,9,0,0,1,1,Orthodox,175.26,187.96,34,,0,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,25,,neither
4721,Daniel Omielanczuk,Anthony Hamilton,U-DEC,3.0,-135,115,4/11/2015,Blue,False,Heavyweight,MALE,3,1,0,1,2,4,0,1,0,1,Orthodox,195.58,193.04,34,,1,0,1,1,6,0,1,0,1,Southpaw,182.88,187.96,32,,neither
4722,Izabela Badurek,Alexandra Albu,,,185,-225,4/11/2015,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,157.48,160.02,24,,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.0,23,,neither
4723,Marcin Bandel,Stevie Ray,KO/TKO,2.0,135,-155,4/11/2015,Blue,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,25,,1,0,0,1,1,0,0,0,0,Orthodox,177.8,177.8,25,,neither
4724,Taylor Lapilus,Rocky Lee,U-DEC,3.0,-150,130,4/11/2015,Red,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,28,,0,0,0,0,0,0,0,0,0,Southpaw,167.64,185.42,23,,neither
4725,Chad Mendes,Ricardo Lamas,KO/TKO,1.0,-460,365,4/4/2015,Red,False,Featherweight,MALE,5,0,2,4,1,17,1,2,2,6,Orthodox,172.72,180.34,32,4.0,1,0,5,2,21,2,4,0,7,Orthodox,167.64,167.64,29,1.0,Red
4726,Jorge Masvidal,Al Iaquinta,S-DEC,3.0,-110,-110,4/4/2015,Blue,False,Lightweight,MALE,3,0,3,3,2,19,1,3,0,6,Orthodox,177.8,177.8,27,15.0,0,3,3,1,17,0,0,1,5,Orthodox,180.34,187.96,30,14.0,Red
4727,Michael Chiesa,Mitch Clarke,U-DEC,3.0,-420,335,4/4/2015,Red,False,Lightweight,MALE,3,0,2,2,2,10,0,0,1,2,Orthodox,177.8,185.42,29,,1,0,2,2,12,1,0,3,4,Southpaw,185.42,190.5,27,,neither
4728,Julianna Pena,Milana Dudieva,KO/TKO,1.0,-400,325,4/4/2015,Red,False,Women's Bantamweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,160.02,154.94,25,,0,1,1,0,1,1,1,0,1,Orthodox,167.64,175.26,25,13.0,Red
4729,Clay Guida,Robert Peralta,U-DEC,3.0,-245,205,4/4/2015,Red,False,Featherweight,MALE,3,1,0,2,3,17,0,2,0,4,Orthodox,172.72,180.34,29,,1,0,4,9,55,0,1,4,11,Orthodox,170.18,177.8,33,12.0,Red
4730,Dustin Poirier,Diego Ferreira,KO/TKO,1.0,-150,130,4/4/2015,Red,False,Lightweight,MALE,3,1,0,2,1,6,0,1,1,2,Orthodox,175.26,187.96,30,,1,0,4,3,24,0,2,3,8,Southpaw,175.26,182.88,26,,neither
4731,Liz Carmouche,Lauren Murphy,U-DEC,3.0,100,-120,4/4/2015,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,1,3,0,0,0,0,Orthodox,170.18,170.18,31,,2,0,1,3,9,1,1,0,1,Orthodox,167.64,167.64,31,9.0,Red
4732,Gray Maynard,Alexander Yakovlev,U-DEC,3.0,120,-140,4/4/2015,Blue,False,Lightweight,MALE,3,2,0,0,2,6,0,0,0,0,Southpaw,190.5,187.96,30,,3,0,8,6,42,2,1,0,9,Orthodox,175.26,177.8,35,,neither
4733,Shamil Abdurakhimov,Tim Johnson,,,-260,220,4/4/2015,Blue,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,190.5,195.58,30,,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,33,,neither
4734,Ron Stallings,Justin Jones,U-DEC,3.0,160,-185,4/4/2015,Red,False,Middleweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,180.34,198.12,27,,1,0,0,1,1,0,0,0,0,Southpaw,187.96,190.5,32,,neither
4735,Demian Maia,Ryan LaFlare,U-DEC,5.0,-105,-115,3/21/2015,Red,False,Welterweight,MALE,5,0,4,4,0,12,0,0,0,4,Southpaw,185.42,187.96,31,14.0,0,1,5,6,48,1,1,6,13,Southpaw,185.42,182.88,37,7.0,Red
